city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Olutanga,Olutanga,7.3106,122.8464,Philippines,PH,PHL,Zamboanga Sibugay,,38438,1608000162
Buug,Buug,7.7286,123.0608,Philippines,PH,PHL,Zamboanga Sibugay,,38425,1608366123
Patnongon,Patnongon,10.9142,121.9947,Philippines,PH,PHL,Antique,,38329,1608542383
Samal,Samal,14.7678,120.5431,Philippines,PH,PHL,Bataan,,38302,1608128409
Laur,Laur,15.5797,121.1864,Philippines,PH,PHL,Nueva Ecija,,38263,1608394734
Borbon,Borbon,10.83,124,Philippines,PH,PHL,Cebu,,38187,1608861452
Naushahro Firoz,Naushahro Firoz,26.85,68.1333,Pakistan,PK,PAK,Sindh,minor,38181,1586454087
Tayasan,Tayasan,9.92,123.15,Philippines,PH,PHL,Negros Oriental,,38159,1608000640
Vavuniya,Vavuniya,8.7514,80.4971,Sri Lanka,LK,LKA,North Central,,38101,1144186197
Sabang,Sabang,5.8942,95.3192,Indonesia,ID,IDN,Aceh,,38077,1360742506
Mapandan,Mapandan,16.026,120.454,Philippines,PH,PHL,Pangasinan,,38058,1608000894
Bangar,Bangar,16.9,120.42,Philippines,PH,PHL,La Union,,38041,1608636378
Mantingan,Mantingan,-7.3682,111.1644,Indonesia,ID,IDN,Jawa Timur,,38023,1360342191
Shambhunāth,Shambhunath,26.6316,86.6951,Nepal,NP,NPL,Madhesh,,38018,1524032035
Gūdārah,Gudarah,34.8169,69.0878,Afghanistan,AF,AFG,Kābul,,38000,1004814762
Bagabag,Bagabag,16.6044,121.2521,Philippines,PH,PHL,Nueva Vizcaya,,37985,1608331162
Luuk,Luuk,5.9676,121.3133,Philippines,PH,PHL,Sulu,,37873,1608357369
Gampola,Gampola,7.1643,80.5696,Sri Lanka,LK,LKA,Central,,37871,1144422771
Namlea,Namlea,-3.25,127.0833,Indonesia,ID,IDN,Maluku,minor,37869,1360926873
Bangkinang,Bangkinang,0.35,101.0333,Indonesia,ID,IDN,Riau,minor,37847,1360571456
Sillanwali,Sillanwali,31.825,72.5389,Pakistan,PK,PAK,Punjab,,37776,1586313628
Santo Domingo,Santo Domingo,13.235,123.7769,Philippines,PH,PHL,Albay,,37765,1608392602
Marantao,Marantao,7.95,124.233,Philippines,PH,PHL,Lanao del Sur,,37763,1608129790
Karuhatan,Karuhatan,14.6883,120.9761,Philippines,PH,PHL,Valenzuela,,37748,1608392998
Hanumānnagar,Hanumannagar,26.5394,86.7483,Nepal,NP,NPL,,,37738,1524363655
San Marcelino,San Marcelino,14.9742,120.1573,Philippines,PH,PHL,Zambales,,37719,1608276470
Basista,Basista,15.8524,120.3976,Philippines,PH,PHL,Pangasinan,,37679,1608619317
Allahabad,Allahabad,28.9333,70.9667,Pakistan,PK,PAK,Punjab,,37500,1586357487
Tambulig,Tambulig,8.07,123.5372,Philippines,PH,PHL,Zamboanga del Sur,,37480,1608474492
San Andres,San Andres,13.3231,122.6761,Philippines,PH,PHL,Quezon,,37454,1608116909
Oras,Oras,12.1414,125.4392,Philippines,PH,PHL,Eastern Samar,,37451,1608000184
San Antonio,San Antonio,14.9486,120.0864,Philippines,PH,PHL,Zambales,,37450,1608496787
Magallanes,Magallanes,12.8283,123.8344,Philippines,PH,PHL,Sorsogon,,37411,1608899039
Mabuhay,Mabuhay,7.4176,122.837,Philippines,PH,PHL,Zamboanga Sibugay,,37390,1608353639
Bayur,Bayur,-0.261,100.222,Indonesia,ID,IDN,Sumatera Barat,,37368,1360540790
Mullaittivu,Mullaittivu,9.2833,80.8,Sri Lanka,LK,LKA,North Central,,37339,1144339427
Sitangkai,Sitangkai,4.6615,119.3919,Philippines,PH,PHL,Tawi-Tawi,,37319,1608529201
Luna,Luna,16.85,120.38,Philippines,PH,PHL,La Union,,37318,1608663387
Mankayan,Mankayan,16.8567,120.7933,Philippines,PH,PHL,Benguet,,37233,1608432367
Bantay,Bantay,17.5839,120.3908,Philippines,PH,PHL,Ilocos Sur,,37118,1608378458
Imbatug,Imbatug,8.3128,124.6873,Philippines,PH,PHL,Bukidnon,,37111,1608682824
Languyan,Languyan,5.2667,120.0833,Philippines,PH,PHL,Tawi-Tawi,,37096,1608286000
Long Lama,Long Lama,3.7667,114.4,Malaysia,MY,MYS,Sarawak,,37082,1458314812
Kalutara,Kalutara,6.5869,79.9603,Sri Lanka,LK,LKA,Western,,37081,1144948559
Uthal,Uthal,25.8,66.6167,Pakistan,PK,PAK,Balochistan,minor,37071,1586468494
Kālihāti,Kalihati,24.3833,89.9833,Bangladesh,BD,BGD,Rājshāhi,,37038,1050684659
Bentota,Bentota,6.4254,79.9948,Sri Lanka,LK,LKA,Southern,,37000,1144048882
Ban Doi Suthep,Ban Doi Suthep,18.7944,98.9142,Thailand,TH,THA,Chiang Mai,,36952,1764508260
Moalboal,Moalboal,9.95,123.4,Philippines,PH,PHL,Cebu,,36930,1608515460
Basilisa,Basilisa,10.0654,125.5968,Philippines,PH,PHL,Surigao del Norte,,36911,1608815842
San Enrique,San Enrique,11.0697,122.6567,Philippines,PH,PHL,Iloilo,,36911,1608715558
Manucan,Manucan,8.5161,123.0917,Philippines,PH,PHL,Zamboanga del Norte,,36887,1608513294
Sagnay,Sagnay,13.6039,123.5233,Philippines,PH,PHL,Camarines Sur,,36841,1608123253
Magsaysay,Magsaysay,9.02,125.18,Philippines,PH,PHL,Misamis Oriental,,36803,1608823576
Enrile,Enrile,17.5622,121.7011,Philippines,PH,PHL,Cagayan,,36705,1608990960
Pande,Pande,-8.684,115.2264,Indonesia,ID,IDN,Bali,,36665,1360521210
Risalpur Cantonment,Risalpur Cantonment,34.0811,71.9725,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,36653,1586844436
Sītākund,Sitakund,22.6216,91.6594,Bangladesh,BD,BGD,Chattogram,,36650,1050226556
Aurora,Aurora,16.9918,121.6357,Philippines,PH,PHL,Isabela,,36621,1608526044
Las Navas,Las Navas,12.34,125.032,Philippines,PH,PHL,Northern Samar,,36621,1608082772
Bandhi,Bandhi,26.5833,68.3,Pakistan,PK,PAK,Sindh,,36588,1586663100
Benāpol,Benapol,23.0419,88.8956,Bangladesh,BD,BGD,Khulna,,36524,1050467047
Surab,Surab,28.4925,66.2597,Pakistan,PK,PAK,Balochistan,,36468,1586127180
Matale,Matale,7.4667,80.6167,Sri Lanka,LK,LKA,Central,,36451,1144554963
Simbahan,Simbahan,6.3,120.58,Philippines,PH,PHL,Sulu,,36374,1608320501
Dinas,Dinas,7.6161,123.3378,Philippines,PH,PHL,Zamboanga del Sur,,36291,1608805302
Cabanglasan,Cabanglasan,8.0772,125.2992,Philippines,PH,PHL,Bukidnon,,36286,1608230715
Prey Veng,Prey Veng,11.484,105.324,Cambodia,KH,KHM,Prey Veng,admin,36254,1116378797
Siayan,Siayan,8.2517,123.1144,Philippines,PH,PHL,Zamboanga del Norte,,36236,1608937514
Cuenca,Cuenca,13.8988,121.0505,Philippines,PH,PHL,Batangas,,36235,1608210905
Capalonga,Capalonga,14.3314,122.4928,Philippines,PH,PHL,Camarines Norte,,36223,1608015273
Canaman,Canaman,13.6481,123.1711,Philippines,PH,PHL,Camarines Sur,,36205,1608395412
Gasan,Gasan,13.32,121.85,Philippines,PH,PHL,Marinduque,,36197,1608036488
Dagami,Dagami,11.0611,124.9031,Philippines,PH,PHL,Leyte,,36178,1608027608
San Luis,San Luis,13.83,120.93,Philippines,PH,PHL,Batangas,,36172,1608597506
Ratchaburi,Ratchaburi,13.5356,99.8133,Thailand,TH,THA,Ratchaburi,admin,36169,1764773366
Ban Mueang Na Tai,Ban Mueang Na Tai,19.7308,98.9017,Thailand,TH,THA,Chiang Mai,,36156,1764800951
Rapu-Rapu,Rapu-Rapu,13.18,124.13,Philippines,PH,PHL,Albay,,36151,1608870516
Barira,Barira,7.4706,124.3561,Philippines,PH,PHL,Maguindanao,,36143,1608237236
Kishmat Dhanbāri,Kishmat Dhanbari,24.6167,90.025,Bangladesh,BD,BGD,Dhaka,,36125,1050355548
Gutalac,Gutalac,7.98,122.4,Philippines,PH,PHL,Zamboanga del Norte,,36090,1608515089
Sibuco,Sibuco,7.2928,122.0669,Philippines,PH,PHL,Zamboanga del Norte,,36049,1608708028
Matanog,Matanog,7.47,124.25,Philippines,PH,PHL,Maguindanao,,36034,1608202820
Claveria,Claveria,9.5742,125.7328,Philippines,PH,PHL,Surigao del Norte,,36033,1608512763
Bel-Air,Bel-Air,14.5639,121.0263,Philippines,PH,PHL,Makati,,36007,1608102267
Krong Kep,Krong Kep,10.4833,104.3167,Cambodia,KH,KHM,Kep,admin,35990,1116392544
Pandan,Pandan,11.7206,122.0961,Philippines,PH,PHL,Antique,,35965,1608538108
San Antonio,San Antonio,13.9,121.3,Philippines,PH,PHL,Quezon,minor,35891,1608858854
Karak,Karak,33.1167,71.1,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,35844,1586491871
Jagna,Jagna,9.65,124.37,Philippines,PH,PHL,Bohol,,35832,1608424671
Tambolaka,Tambolaka,-9.4333,119.2333,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,35790,1360753806
Nawan Shahr,Nawan Shahr,34.1642,73.2639,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,35737,1586981081
Pak Chong,Pak Chong,14.708,101.4161,Thailand,TH,THA,Nakhon Ratchasima,minor,35736,1764898547
Sukhothai,Sukhothai,17.0167,99.7,Thailand,TH,THA,Sukhothai,admin,35713,1764175777
Numancia,Numancia,11.7042,122.3289,Philippines,PH,PHL,Aklan,,35693,1608072562
Santa Ana,Santa Ana,18.4589,122.1419,Philippines,PH,PHL,Cagayan,,35688,1608694374
Medina,Medina,8.92,125.02,Philippines,PH,PHL,Misamis Oriental,,35612,1608096754
Casiguran,Casiguran,12.8731,124.0081,Philippines,PH,PHL,Sorsogon,,35602,1608909406
Cha-am,Cha-am,12.8,99.9667,Thailand,TH,THA,Phetchaburi,minor,35581,1764087780
Aībak,Aibak,36.2653,68.0167,Afghanistan,AF,AFG,Samangān,admin,35560,1004564619
Pambujan,Pambujan,12.57,124.93,Philippines,PH,PHL,Northern Samar,,35532,1608440228
Sungaiselam,Sungaiselam,-2.3839,105.98,Indonesia,ID,IDN,Kepulauan Bangka Belitung,,35495,1360317432
Pola,Pola,13.1439,121.44,Philippines,PH,PHL,Oriental Mindoro,,35455,1608906063
Kundian,Kundian,32.4522,71.4718,Pakistan,PK,PAK,Punjab,,35406,1586180022
Bautista,Bautista,15.8103,120.4756,Philippines,PH,PHL,Pangasinan,,35398,1608749594
Ratnapur,Ratnapur,27.85,83.8667,Nepal,NP,NPL,,,35396,1524009803
Morong,Morong,14.68,120.2683,Philippines,PH,PHL,Bataan,,35394,1608129969
Tahuna,Tahuna,3.6119,125.5008,Indonesia,ID,IDN,Sulawesi Utara,minor,35307,1360805845
Juban,Juban,12.8478,123.9894,Philippines,PH,PHL,Sorsogon,,35297,1608767825
Pansol,Pansol,14.6514,121.08,Philippines,PH,PHL,Quezon,,35254,1608991025
Chandanais,Chandanais,22.2113,92.0111,Bangladesh,BD,BGD,Chattogram,,35248,1050506316
Gandara,Gandara,12.013,124.8118,Philippines,PH,PHL,Samar,,35242,1608802493
Allacapan,Allacapan,18.227,121.5556,Philippines,PH,PHL,Cagayan,,35234,1608618208
San Luis,San Luis,8.5,125.74,Philippines,PH,PHL,Agusan del Sur,,35196,1608855724
Praya,Praya,-8.7223,116.2923,Indonesia,ID,IDN,Nusa Tenggara Barat,minor,35183,1360664646
Abra de Ilog,Abra de Ilog,13.4448,120.726,Philippines,PH,PHL,Occidental Mindoro,,35176,1608871272
Sulop,Sulop,6.5986,125.3436,Philippines,PH,PHL,Davao del Sur,,35151,1608421469
Lingig,Lingig,8.0381,126.4127,Philippines,PH,PHL,Surigao del Sur,,35142,1608738480
Trinidad,Trinidad,10.0795,124.3432,Philippines,PH,PHL,Bohol,,35119,1608919708
Balasan,Balasan,11.4728,123.0878,Philippines,PH,PHL,Iloilo,,35064,1608796347
Umarkot,Umarkot,25.3631,69.7425,Pakistan,PK,PAK,Sindh,minor,35059,1586494172
Suong,Suong,11.9118,105.6582,Cambodia,KH,KHM,Tbong Khmum,admin,35054,1116319433
Guimbal,Guimbal,10.67,122.32,Philippines,PH,PHL,Iloilo,,35022,1608964265
Munai,Munai,7.9758,124.0636,Philippines,PH,PHL,Lanao del Norte,,35020,1608067274
Kōṯah-ye ‘As̲h̲rō,Kotah-ye `Ashro,34.4492,68.7939,Afghanistan,AF,AFG,Wardak,,35008,1004450357
Maīdān Shahr,Maidan Shahr,34.3972,68.8697,Afghanistan,AF,AFG,Wardak,admin,35008,1004798735
Mannar,Mannar,8.9667,79.8833,Sri Lanka,LK,LKA,North Central,,35000,1144238069
Chakdarra,Chakdarra,34.65,72.0333,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,35000,1586973326
Payao,Payao,7.5857,122.8022,Philippines,PH,PHL,Zamboanga Sibugay,,34952,1608479429
Gaur,Gaur,26.7644,85.2783,Nepal,NP,NPL,,,34937,1524560237
Mendez-Nuñez,Mendez-Nunez,14.1286,120.9058,Philippines,PH,PHL,Cavite,,34879,1608479897
Leganes,Leganes,10.78,122.58,Philippines,PH,PHL,Iloilo,,34725,1608931505
Simpang Renggam,Simpang Renggam,1.825,103.3107,Malaysia,MY,MYS,Johor,,34701,1458888646
Bugasong,Bugasong,11.0447,122.0647,Philippines,PH,PHL,Antique,,34676,1608618288
Dueñas,Duenas,11.07,122.62,Philippines,PH,PHL,Iloilo,,34597,1608780214
Abulug,Abulug,18.4441,121.4576,Philippines,PH,PHL,Cagayan,,34579,1608894919
Bonifacio,Bonifacio,8.0527,123.6136,Philippines,PH,PHL,Misamis Occidental,,34558,1608594855
Pasni,Pasni,25.2652,63.4698,Pakistan,PK,PAK,Balochistan,,34524,1586321279
Bayog,Bayog,7.8474,123.0423,Philippines,PH,PHL,Zamboanga del Sur,,34519,1608058578
Mogpog,Mogpog,13.48,121.87,Philippines,PH,PHL,Marinduque,,34516,1608266747
Santa Maria,Santa Maria,14.475,121.425,Philippines,PH,PHL,Laguna,,34511,1608364592
Barugo,Barugo,11.32,124.73,Philippines,PH,PHL,Leyte,,34497,1608857790
Sadda,Sadda,33.7056,70.3292,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,34495,1586420679
Ballesteros,Ballesteros,18.4108,121.5169,Philippines,PH,PHL,Cagayan,,34488,1608497933
Santa Fe,Santa Fe,11.15,123.8,Philippines,PH,PHL,Cebu,,34471,1608538046
Aloguinsan,Aloguinsan,10.2229,123.5491,Philippines,PH,PHL,Cebu,,34466,1608628202
Saparua,Saparua,-3.5749,128.647,Indonesia,ID,IDN,Maluku,minor,34460,1360081288
Hatibanda,Hatibanda,24.2155,90.16,Bangladesh,BD,BGD,Dhaka,,34445,1050959978
Kalasin,Kalasin,16.4342,103.5092,Thailand,TH,THA,Kalasin,admin,34429,1764060973
Merauke,Merauke,-8.4932,140.4018,Indonesia,ID,IDN,Papua Selatan,admin,34412,1360904439
Phra Phutthabat,Phra Phutthabat,14.7253,100.7954,Thailand,TH,THA,Saraburi,minor,34322,1764815202
Tandubas,Tandubas,5.134,120.3461,Philippines,PH,PHL,Tawi-Tawi,,34316,1608495674
Pinukpuk,Pinukpuk,17.5731,121.3653,Philippines,PH,PHL,Kalinga,,34275,1608337793
New Panamao,New Panamao,5.97,121.2,Philippines,PH,PHL,Sulu,,34249,1608080145
Simunul,Simunul,4.898,119.8213,Philippines,PH,PHL,Tawi-Tawi,,34245,1608851616
Sibutu,Sibutu,4.85,119.47,Philippines,PH,PHL,Tawi-Tawi,,34243,1608534545
Roi Et,Roi Et,16.0531,103.6511,Thailand,TH,THA,Roi Et,admin,34229,1764216668
General Nakar,General Nakar,14.7631,121.635,Philippines,PH,PHL,Quezon,,34225,1608579527
Santa Maria,Santa Maria,15.9808,120.7003,Philippines,PH,PHL,Pangasinan,,34220,1608045097
Pangururan,Pangururan,2.6075,98.6959,Indonesia,ID,IDN,Sumatera Utara,minor,34209,1360440190
Bintuni,Bintuni,-2.1167,133.5333,Indonesia,ID,IDN,Papua Barat,minor,34192,1360482675
Talayan,Talayan,6.9844,124.3564,Philippines,PH,PHL,Maguindanao,,34156,1608918556
Tobelo,Tobelo,1.7319,128.0078,Indonesia,ID,IDN,Maluku Utara,minor,34150,1360613851
Laoac East,Laoac East,16.0333,120.55,Philippines,PH,PHL,Pangasinan,,34128,1608510641
Guindulman,Guindulman,9.762,124.488,Philippines,PH,PHL,Bohol,,34104,1608000310
San Manuel,San Manuel,17.02,121.63,Philippines,PH,PHL,Isabela,,34085,1608882654
Cantilan,Cantilan,9.3356,125.9769,Philippines,PH,PHL,Surigao del Sur,,34060,1608479522
San Remigio,San Remigio,10.8331,122.0875,Philippines,PH,PHL,Antique,,34045,1608377520
Palapag,Palapag,12.547,125.116,Philippines,PH,PHL,Northern Samar,,34034,1608117306
Jalajala,Jalajala,14.354,121.324,Philippines,PH,PHL,Rizal,,34017,1608617458
Shariff Aguak,Shariff Aguak,6.8647,124.4417,Philippines,PH,PHL,,,33982,1608346338
San Quintin,San Quintin,15.9844,120.815,Philippines,PH,PHL,Pangasinan,,33980,1608250761
Milaor,Milaor,13.5956,123.1781,Philippines,PH,PHL,Camarines Sur,,33963,1608100026
Sibagat,Sibagat,8.82,125.69,Philippines,PH,PHL,Agusan del Sur,,33957,1608693755
Initao,Initao,8.5,124.3167,Philippines,PH,PHL,Misamis Oriental,,33902,1608853525
Lupi Viejo,Lupi Viejo,13.7908,122.9092,Philippines,PH,PHL,Camarines Sur,,33897,1608378429
Lianga,Lianga,8.633,126.0932,Philippines,PH,PHL,Surigao del Sur,minor,33869,1608000757
Tabango,Tabango,11.3067,124.3714,Philippines,PH,PHL,Leyte,,33868,1608467512
Baclaran,Baclaran,14.5319,120.9942,Philippines,PH,PHL,Parañaque,,33850,1608042950
Dao,Dao,11.38,122.63,Philippines,PH,PHL,Capiz,,33842,1608336072
Waikabubak,Waikabubak,-9.6358,119.4131,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,33821,1360399705
Tobias Fornier,Tobias Fornier,10.5178,121.945,Philippines,PH,PHL,Antique,,33816,1608748452
Naguilian,Naguilian,17.02,121.85,Philippines,PH,PHL,Isabela,,33788,1608878667
Catmon,Catmon,10.67,123.95,Philippines,PH,PHL,Cebu,,33745,1608086129
Kadingilan,Kadingilan,7.6003,124.9097,Philippines,PH,PHL,Bukidnon,,33735,1608332793
Capoocan,Capoocan,11.2944,124.6419,Philippines,PH,PHL,Leyte,,33721,1608022763
Midsalip,Midsalip,8.0328,123.3147,Philippines,PH,PHL,Zamboanga del Sur,,33711,1608000929
Landi Kotal,Landi Kotal,34.1053,71.1553,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,33697,1586730255
Datu Paglas,Datu Paglas,6.7669,124.85,Philippines,PH,PHL,Maguindanao,,33682,1608409121
Batobato,Batobato,6.8361,126.0889,Philippines,PH,PHL,Davao Oriental,,33664,1608375365
Bārhadashi̇̄,Barhadashi,26.55,87.92,Nepal,NP,NPL,,,33653,1524013222
Chumphon,Chumphon,10.4939,99.18,Thailand,TH,THA,Chumphon,admin,33633,1764012939
Koh Kong,Koh Kong,11.6167,102.9833,Cambodia,KH,KHM,Koh Kong,admin,33591,1116924669
Masiu,Masiu,7.82,124.32,Philippines,PH,PHL,Lanao del Sur,,33580,1608760371
Sapa Sapa,Sapa Sapa,5.0899,120.2729,Philippines,PH,PHL,Tawi-Tawi,,33580,1608223776
Dāganbhuiya,Daganbhuiya,22.9366,91.3036,Bangladesh,BD,BGD,Chattogram,,33574,1050791657
Bagh,Bagh,33.9735,73.7918,Pakistan,PK,PAK,Azad Kashmir,minor,33548,1586174149
Cabarroguis,Cabarroguis,16.5103,121.5222,Philippines,PH,PHL,Quirino,admin,33533,1608312278
Columbio,Columbio,6.7,124.93,Philippines,PH,PHL,Sultan Kudarat,,33527,1608232119
San Vicente,San Vicente,10.5281,119.2542,Philippines,PH,PHL,Palawan,,33507,1608866365
Bacarra,Bacarra,18.2519,120.6107,Philippines,PH,PHL,Ilocos Norte,,33496,1608322238
Batan,Batan,11.5853,122.4981,Philippines,PH,PHL,Aklan,,33484,1608398108
Getafe,Getafe,10.15,124.15,Philippines,PH,PHL,Bohol,,33422,1608770120
Ban Pak Phun,Ban Pak Phun,8.5298,99.9722,Thailand,TH,THA,Nakhon Si Thammarat,,33407,1764808518
Banate,Banate,11.05,122.78,Philippines,PH,PHL,Iloilo,,33376,1608443731
Uttaradit,Uttaradit,17.6231,100.0958,Thailand,TH,THA,Uttaradit,admin,33357,1764146253
Vintar,Vintar,18.2306,120.6489,Philippines,PH,PHL,Ilocos Norte,,33339,1608954444
Dupax Del Norte,Dupax Del Norte,16.3075,121.1019,Philippines,PH,PHL,Nueva Vizcaya,,33295,1608433556
Barguna,Barguna,22.1567,90.1176,Bangladesh,BD,BGD,Barishal,,33235,1050705630
Kampong Speu,Kampong Speu,11.452,104.519,Cambodia,KH,KHM,Kampong Speu,admin,33231,1116446492
Pandami,Pandami,5.53,120.75,Philippines,PH,PHL,Sulu,,33177,1608493332
Dipaculao,Dipaculao,15.98,121.63,Philippines,PH,PHL,Aurora,,33131,1608371572
Calape,Calape,9.88,123.88,Philippines,PH,PHL,Bohol,,33079,1608336876
Musikoṭ-Khalaṅgā,Musikot-Khalanga,28.6291,82.4554,Nepal,NP,NPL,,,32939,1524443799
Dumalinao,Dumalinao,7.82,123.37,Philippines,PH,PHL,Zamboanga del Sur,,32928,1608596790
Sanana,Sanana,-2.0545,125.9754,Indonesia,ID,IDN,Maluku Utara,minor,32831,1360020915
Krabi,Krabi,8.0592,98.9189,Thailand,TH,THA,Krabi,admin,32644,1764587855
Mayantoc,Mayantoc,15.6203,120.3775,Philippines,PH,PHL,Tarlac,,32597,1608123368
Matalom,Matalom,10.28,124.8,Philippines,PH,PHL,Leyte,,32586,1608519626
Diplahan,Diplahan,7.6911,122.9853,Philippines,PH,PHL,Zamboanga Sibugay,,32585,1608903309
Balindong,Balindong,7.92,124.2,Philippines,PH,PHL,Lanao del Sur,,32573,1608101746
Badoc,Badoc,17.9267,120.4754,Philippines,PH,PHL,Ilocos Norte,,32530,1608039575
Dolores,Dolores,14.0157,121.4011,Philippines,PH,PHL,Quezon,,32514,1608414696
Sendawar,Sendawar,2.1833,98.3833,Indonesia,ID,IDN,Sumatera Utara,,32438,1360006405
Lumbang,Lumbang,14.297,121.459,Philippines,PH,PHL,Laguna,,32330,1608829120
Peñaranda,Penaranda,15.3531,121.0017,Philippines,PH,PHL,Nueva Ecija,,32269,1608867657
Jimalalud,Jimalalud,9.9797,123.1999,Philippines,PH,PHL,Negros Oriental,,32256,1608267364
Mallig,Mallig,17.2086,121.6106,Philippines,PH,PHL,Isabela,,32208,1608733659
Igbaras,Igbaras,10.72,122.27,Philippines,PH,PHL,Iloilo,,32197,1608731890
Catubig,Catubig,12.408,125.054,Philippines,PH,PHL,Northern Samar,,32174,1608682352
Alubijid,Alubijid,8.5714,124.4751,Philippines,PH,PHL,Misamis Oriental,,32163,1608269125
Buguey,Buguey,18.2882,121.8331,Philippines,PH,PHL,Cagayan,minor,32148,1608139858
Salug,Salug,8.1075,122.7575,Philippines,PH,PHL,Zamboanga del Norte,,32134,1608808940
Balimbing,Balimbing,7.9,123.85,Philippines,PH,PHL,Lanao del Norte,,32115,1608968849
Caramoran,Caramoran,13.98,124.13,Philippines,PH,PHL,Catanduanes,,32114,1608187782
Tamparan,Tamparan,7.879,124.333,Philippines,PH,PHL,Lanao del Sur,,32074,1608808635
Malangas,Malangas,7.6317,123.0322,Philippines,PH,PHL,Zamboanga Sibugay,,32022,1608502020
Bauko,Bauko,16.9917,120.8644,Philippines,PH,PHL,Mountain,,32021,1608534033
Bandarawela,Bandarawela,6.8333,80.9853,Sri Lanka,LK,LKA,Uva,,32000,1144549772
Ghuenke,Ghuenke,32.4244,74.4603,Pakistan,PK,PAK,Punjab,,32000,1586863781
Ban Bang Krang,Ban Bang Krang,13.8422,100.4539,Thailand,TH,THA,Nonthaburi,,31954,1764797592
Sergio Osmeña Sr,Sergio Osmena Sr,8.3003,123.5083,Philippines,PH,PHL,Zamboanga del Sur,,31942,1608000320
Polillo,Polillo,14.72,121.95,Philippines,PH,PHL,Quezon,,31908,1608558714
Claveria,Claveria,18.6061,121.0822,Philippines,PH,PHL,Cagayan,,31900,1608555618
Samut Prakan,Samut Prakan,13.5897,100.6386,Thailand,TH,THA,Samut Prakan,admin,31887,1764159228
Kampong Thom,Kampong Thom,12.7,104.9,Cambodia,KH,KHM,Kampong Thom,admin,31871,1116471297
Pantabangan,Pantabangan,15.8086,121.1433,Philippines,PH,PHL,Nueva Ecija,,31763,1608834097
Tubao,Tubao,16.35,120.42,Philippines,PH,PHL,La Union,,31763,1608119731
Sigma,Sigma,11.4214,122.6662,Philippines,PH,PHL,Capiz,,31688,1608472773
Bagrāmī,Bagrami,34.4911,69.2756,Afghanistan,AF,AFG,Kābul,minor,31680,1004712473
Calubian,Calubian,11.4467,124.4278,Philippines,PH,PHL,Leyte,,31646,1608361988
Chum Phae,Chum Phae,16.5443,102.0992,Thailand,TH,THA,Khon Kaen,minor,31597,1764511790
Merida,Merida,10.9098,124.5376,Philippines,PH,PHL,Leyte,,31574,1608181701
Airmadidi,Airmadidi,1.4333,124.9833,Indonesia,ID,IDN,Sulawesi Utara,minor,31446,1360792086
Nagdha Simla,Nagdha Simla,24.6071,89.9151,Bangladesh,BD,BGD,Dhaka,,31436,1050208700
Lemery,Lemery,11.23,122.93,Philippines,PH,PHL,Iloilo,,31414,1608458862
Bagac,Bagac,14.5951,120.3918,Philippines,PH,PHL,Bataan,,31365,1608665049
Dasol,Dasol,15.9896,119.8805,Philippines,PH,PHL,Pangasinan,,31355,1608297635
Point Pedro,Point Pedro,9.8167,80.2333,Sri Lanka,LK,LKA,North Central,,31351,1144518773
Dimataling,Dimataling,7.5297,123.3661,Philippines,PH,PHL,Zamboanga del Sur,,31340,1608315903
Magsingal,Magsingal,17.685,120.4244,Philippines,PH,PHL,Ilocos Sur,,31308,1608782120
Ivisan,Ivisan,11.5217,122.6908,Philippines,PH,PHL,Capiz,,31278,1608052349
President Roxas,President Roxas,11.4297,122.9247,Philippines,PH,PHL,Capiz,,31269,1608614914
Paracelis,Paracelis,17.1811,121.4036,Philippines,PH,PHL,Mountain,,31168,1608673530
Siraway,Siraway,7.5853,122.1406,Philippines,PH,PHL,Zamboanga del Norte,,31163,1608364909
Buenavista,Buenavista,13.7394,122.4675,Philippines,PH,PHL,Quezon,,31160,1608200372
Gata,Gata,7.85,124.35,Philippines,PH,PHL,Lanao del Sur,,31141,1608491707
Tairan Camp,Tairan Camp,6.65,121.87,Philippines,PH,PHL,Basilan,,31040,1608342208
Ban Chang,Ban Chang,12.7208,101.0669,Thailand,TH,THA,Rayong,minor,30983,1764733644
Ban Ang Sila,Ban Ang Sila,13.3364,100.9278,Thailand,TH,THA,Chon Buri,,30981,1764931523
Thal,Thal,33.3644,70.5478,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,30977,1586079634
La Paz,La Paz,8.28,125.81,Philippines,PH,PHL,Agusan del Sur,,30969,1608150705
Lohāgāra,Lohagara,22.0112,92.1009,Bangladesh,BD,BGD,Chattogram,,30815,1050428352
Nālchiti,Nalchiti,22.637,90.2719,Bangladesh,BD,BGD,Barishal,,30803,1050419528
Ganassi,Ganassi,7.8269,124.1034,Philippines,PH,PHL,Lanao del Sur,,30802,1608113357
San Narciso,San Narciso,15.02,120.08,Philippines,PH,PHL,Zambales,,30759,1608230911
